ID	Word 	Lemma	Pos	Extra	Features	Headposition	Relation		EverythingElse
625	самый	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1968.422#1968.836
626	забавный	забавный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1968.836#1969.25
627	случай	случай	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1969.25#1969.664
628	когда	когда	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1969.664#1970.078
629	эээ	эээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1970.078#1970.492
630	подошел	подойти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1970.492#1970.906
631	мужчина	мужчина	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1970.906#1971.32
632	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1971.32#1971.734
633	тридцати	тридцать	NUM	_	Case=Gen	_	_	_	@evb1991m-words#@evb1991m#1971.734#1972.148
634	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1972.148#1972.562
635	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1972.562#1972.976
636	попросил	просить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1972.976#1973.39
637	подписаться	подписать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#1973.39#1973.804
638	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1973.804#1974.218
639	для	для	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#1974.218#1974.632
640	Светки	Светка	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1974.632#1975.046
641	напиши	напиша	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1975.046#1975.46
642	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1975.46#1975.874
643	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#1975.874#1976.288
644	такой	такой	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1976.288#1976.702
645	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1976.702#1977.116
646	а	а	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1977.116#1977.53
647	кто	кто	PRON	_	Case=Nom	_	_	_	@evb1991m-words#@evb1991m#1977.53#1977.944
648	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1977.944#1978.358
649	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1978.358#1978.772
650	мама	мама	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1978.772#1979.186
651	моя	мой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1979.186#1979.627
652	[смеются]	[смеются]	_	_	_	_	_	_	@evb1991m-words#@evb1991m#1979.641#1980.471
653	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1980.49#1980.79
654	вот	вот	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1980.79#1981.09
655	такие	такой	DET	_	Case=Nom|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1981.09#1981.39
656	ну	ну	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1981.39#1981.69
657	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1981.69#1981.99
658	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1981.99#1982.29
659	абсолютно	абсолютно	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#1982.29#1982.59
660	разношерстная	разношерстный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1982.59#1982.89
661	публика	публика	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1982.89#1983.19
662	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#1983.19#1983.49
663	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#1983.49#1983.79
664	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#1983.79#1984.09
665	спрашивал	спрашивать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1984.09#1984.39
666	что	что	PRON	_	Case=Acc	_	_	_	@evb1991m-words#@evb1991m#1984.39#1984.69
667	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@evb1991m-words#@evb1991m#1984.69#1984.99
668	думаете	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1984.99#1985.29
669	насчет	насчет	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#1985.29#1985.59
670	обзоров	обзор	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#1985.59#1985.89
671	потому	потому	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#1985.89#1986.19
672	что	что	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#1986.19#1986.49
673	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1986.49#1986.79
674	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1986.79#1987.09
675	бы	бы	AUX	_	_	_	_	_	@evb1991m-words#@evb1991m#1987.09#1987.39
676	странно	странно	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@evb1991m-words#@evb1991m#1987.39#1987.697
677	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#1989.904#1990.193
678	читаю	читать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1990.193#1990.482
679	[нрзб]	[нрзб]		_		_	_	_	@evb1991m-words#@evb1991m#1994.566#1995.052
680	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#1995.795#1996.281
681	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1996.281#1996.768
682	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#1997.26#1997.729
683	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#1997.729#1998.198
684	замечательный	замечательный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1998.198#1998.667
685	фрагмент	фрагмент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#1998.667#1999.138
686	да	да	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2004.838#2005.241
687	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2027.221#2027.572
688	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2027.572#2027.923
689	что	что	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2027.923#2028.274
690	невеселая	невеселый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2028.274#2028.625
691	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@evb1991m-words#@evb1991m#2028.625#2028.976
692	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2028.976#2029.327
693	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2029.327#2029.678
694	девяностых	девяностый	NUM	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2029.678#2030.029
695	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2030.029#2030.38
696	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@evb1991m-words#@evb1991m#2030.38#2030.731
697	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2030.731#2031.082
698	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2031.082#2031.433
699	очень	очень	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2031.433#2031.784
700	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2031.784#2032.135
701	рыдательная	рыдательный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2032.135#2032.486
702	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2032.486#2032.837
703	скажем	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2032.837#2033.188
704	так	так	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2033.188#2033.555
705	да	да	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2038.698#2038.979
706	и	и	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2038.979#2039.26
707	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2039.26#2039.541
708	пришел	прийти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2039.541#2039.822
709	к	к	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2039.822#2040.103
710	этой	этот	DET	_	Case=Dat|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2040.103#2040.384
711	идее	идея	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2040.384#2040.665
712	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2040.665#2040.946
713	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2040.946#2041.227
714	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2041.227#2041.508
715	у	у	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2041.508#2041.789
716	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2041.789#2042.07
717	до	до	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2042.07#2042.351
718	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2042.351#2042.632
719	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2042.632#2042.913
720	идея	идея	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2042.913#2043.194
721	что	что	PRON	_	Case=Acc	_	_	_	@evb1991m-words#@evb1991m#2043.194#2043.475
722	раньше	ранее	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2043.475#2043.756
723	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2043.756#2044.037
724	хуже	плохой	ADJ	_	Degree=Cmp	_	_	_	@evb1991m-words#@evb1991m#2044.037#2044.318
725	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2044.318#2044.599
726	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2044.599#2044.88
727	просто	просто	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2044.88#2045.161
728	опять	опять	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2045.161#2045.442
729	же	же	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2045.442#2045.723
730	та	тот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2045.723#2046.004
731	же	же	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2046.004#2046.285
732	эволюция	эволюция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2046.285#2046.566
733	как	как	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2046.566#2046.847
734	и	и	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2046.847#2047.128
735	с	с	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2047.128#2047.409
736	[нрзб]	[нрзб]		_	_	_	_	_	@evb1991m-words#@evb1991m#2047.409#2047.695
737	да	да	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2051.081#2051.397
738	да	да	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2053.217#2053.535
739	да	да	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2053.535#2053.853
740	да	да	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2053.853#2054.173
741	даже	даже	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2080.135#2080.505
742	уже	уже	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2080.505#2080.875
743	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2080.875#2081.245
744	надо	надо	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2081.245#2081.615
745	монтировать	монтировать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2081.615#2081.985
746	раньше	рано	ADV	_	Degree=Cmp	_	_	_	@evb1991m-words#@evb1991m#2081.985#2082.355
747	же	же	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2082.355#2082.725
748	надо	надо	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2082.725#2083.095
749	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2083.095#2083.465
750	монтировать	монтировать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2083.465#2083.835
751	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2083.835#2084.205
752	уже	уже	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2084.205#2084.575
753	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2084.575#2084.945
754	надо	надо	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2084.945#2085.317
755	безусловно	безусловно	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2091.076#2092.123
756	нрзб	нрзб		_		_	_	_	@evb1991m-words#@evb1991m#2114.407#2114.926
757	нашего	наш	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2124.523#2124.95
758	великого	великий	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2124.95#2125.378
759	вот	вот	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2144.976#2145.408
760	умрут	умереть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2145.408#2145.84
761	все	весь	DET	_	Case=Acc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2145.84#2146.272
762	совки	совок	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2146.272#2146.704
763	заживем	зажить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2146.704#2147.139
764	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2154.375#2154.765
765	вспомнил	вспомянуть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2154.765#2155.155
766	замечательный	замечательный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2155.155#2155.545
767	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2155.545#2155.935
768	же	же	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2155.935#2156.325
769	вспомнил	вспомянуть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2156.325#2156.715
770	замечательный	замечательный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2156.715#2157.105
771	случай	случай	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2157.105#2157.495
772	это	этот	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2157.495#2157.885
773	эээ	эээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2157.885#2158.275
774	прошу	просить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2158.275#2158.665
775	рассматривать	рассматривать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2158.665#2159.055
776	только	только	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2159.055#2159.445
777	как	как	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2159.445#2159.835
778	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2159.835#2160.225
779	юмористический	юмористический	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2160.225#2160.615
780	эээ	эээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2160.615#2161.005
781	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2161.005#2161.395
782	юмористическую	юмористический	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2161.395#2161.785
783	зарисовку	зарисовка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2161.785#2162.175
784	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	@evb1991m-words#@evb1991m#2162.175#2162.565
785	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2162.565#2162.955
786	сажайте	сажать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2162.955#2163.345
787	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2163.345#2163.735
788	эээ	эээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2163.735#2164.125
789	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2164.125#2164.515
790	замечательный	замечательный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2164.515#2164.905
791	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2164.905#2165.295
792	случай	случай	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2165.295#2165.685
793	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2165.685#2166.075
794	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2166.075#2166.465
795	в	в	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2166.465#2166.855
796	каком	какой	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2166.855#2167.245
797	же	же	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2167.245#2167.635
798	городе	город	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2167.635#2168.025
799	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2168.025#2168.415
800	простите	простить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2168.415#2168.805
801	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evb1991m-words#@evb1991m#2168.805#2169.195
802	забыл	забыть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2169.195#2169.585
803	город	город	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2169.585#2169.975
804	но	но	CCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2169.975#2170.365
805	тем	то	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2170.365#2170.755
806	не	не	PART	_	Polarity=Neg	_	_	_	@evb1991m-words#@evb1991m#2170.755#2171.145
807	менее	менее	ADV	_	Degree=Cmp	_	_	_	@evb1991m-words#@evb1991m#2171.145#2171.535
808	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2171.535#2171.925
809	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2171.925#2172.315
810	замечательный	замечательный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2172.315#2172.705
811	случай	случай	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2172.705#2173.095
812	когда	когда	SCONJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2173.095#2173.485
813	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2173.485#2173.875
814	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2173.875#2174.265
815	нас	мы	PRON	_	Case=Acc|Number=Plur|Person=1	_	_	_	@evb1991m-words#@evb1991m#2174.265#2174.655
816	обманули	обмануть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2174.655#2175.045
817	ээ	ээ	INTJ	_	_	_	_	_	@evb1991m-words#@evb1991m#2175.045#2175.435
818	организаторы	организатор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@evb1991m-words#@evb1991m#2175.435#2175.825
819	клуба	клуб	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2175.825#2176.215
820	/	/	PUNCT	_	_	_	_	_	@evb1991m-words#@evb1991m#2176.215#2176.605
821	точнее	точно	ADV	_	Degree=Cmp	_	_	_	@evb1991m-words#@evb1991m#2176.605#2176.995
822	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2176.995#2177.385
823	обманули	обмануть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2177.385#2177.775
824	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@evb1991m-words#@evb1991m#2177.775#2178.165
825	ошиблись	ошибиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evb1991m-words#@evb1991m#2178.165#2178.555
826	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2178.555#2178.945
827	не	не	PART	_	_	_	_	_	@evb1991m-words#@evb1991m#2178.945#2179.335
828	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evb1991m-words#@evb1991m#2179.335#2179.725
829	какого-то	какой-то	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2179.725#2180.115
830	заведомого	заведомый	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2180.115#2180.505
831	обмана	обман	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2180.505#2180.895
832	с	с	ADP	_	_	_	_	_	@evb1991m-words#@evb1991m#2180.895#2181.285
833	целью	цель	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@evb1991m-words#@evb1991m#2181.285#2181.675
