ID;Word ;Lemma;Pos;Extra;Features;Headposition;Relation;;EverythingElse
665;оценить;оценить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#252.012#252.178
666;?;?;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#252.178#252.344
667;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#252.344#252.51
668;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#252.51#252.676
669;всё;все;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#252.676#252.842
670;очень;очень;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#252.842#253.008
671;субъективно;субъективный;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;_;_;_;@dtp1985m-words#@dtp1985m#253.008#253.174
672;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#253.174#253.34
673;вот;вот;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#253.34#253.506
674;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#253.506#253.672
675;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#253.672#253.85
676;нет;нет;PART;_;;_;_;_;@dtp1985m-words#@dtp1985m#255.92#256.201
677;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#256.201#256.482
678;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#256.482#256.763
679;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#256.763#257.044
680;взял;брать;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#257.044#257.325
681;из;из;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#257.325#257.606
682;балды;балда;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#257.606#257.887
683;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#257.887#258.168
684;просто;просто;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#258.168#258.449
685;вымышленную;вымышленный;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#258.449#258.73
686;цифру;цифра;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#258.73#259.011
687;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#259.011#259.292
688;которую;который;PRON;_;Case=Acc;_;_;_;@dtp1985m-words#@dtp1985m#259.292#259.573
689;получают;получать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#259.573#259.854
690;более;более;ADV;_;Degree=Cmp;_;_;_;@dtp1985m-words#@dtp1985m#259.854#260.135
691;успешные;успешный;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#260.135#260.416
692;люди;человек;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#260.416#260.71
693;почему;почему;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#262.65#262.916
694;больше;больше;ADV;_;Degree=Cmp;_;_;_;@dtp1985m-words#@dtp1985m#262.916#263.182
695;?;?;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#263.182#263.448
696;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#263.448#263.714
697;или;или;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#263.714#263.98
698;может;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#263.98#264.246
699;быть;быть;AUX;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#264.246#264.512
700;меньше;мало;ADJ;_;Degree=Cmp;_;_;_;@dtp1985m-words#@dtp1985m#264.512#264.78
701;да;да;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#269.33#269.516
702;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#269.516#269.702
703;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#269.702#269.888
704;может;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#269.888#270.074
705;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@dtp1985m-words#@dtp1985m#270.074#270.26
706;говорит;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#270.26#270.446
707;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#270.446#270.632
708;год;год;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#270.632#270.82
709;тогда;тогда;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#271.71#272.226
710;значительно;значительно;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#272.226#272.742
711;больше;больше;ADV;_;Degree=Cmp;_;_;_;@dtp1985m-words#@dtp1985m#272.742#273.26
712;чем;чем;SCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#273.84#274.165
713;сто;сто;NUM;_;Case=Nom;_;_;_;@dtp1985m-words#@dtp1985m#274.165#274.49
714;тыщ;тыща;NUM;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#274.49#274.815
715;рублей;рубль;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#274.815#275.14
716;да;да;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#291.88#292.12
717;ну;ну;INTJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#304.74#305.025
718;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#305.025#305.31
719;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#305.31#305.595
720;восемь;восемь;NUM;_;Case=Acc;_;_;_;@dtp1985m-words#@dtp1985m#305.595#305.88
721;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#305.88#306.165
722;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#306.165#306.45
723;точно;точно;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#306.45#306.735
724;вот;вот;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#306.735#307.02
725;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#307.02#307.305
726;познакомился;знакомиться;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@dtp1985m-words#@dtp1985m#307.305#307.59
727;со;с;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#307.59#307.875
728;Стасом;Стас;PROPN;_;Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#307.875#308.16
729;восемь;восемь;NUM;_;Case=Acc;_;_;_;@dtp1985m-words#@dtp1985m#308.16#308.445
730;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@dtp1985m-words#@dtp1985m#308.445#308.73
731;назад;назад;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#308.73#309.015
732;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#309.015#309.3
733;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#309.3#309.585
734;начали;начать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#309.585#309.87
735;что-то;что-то;PRON;_;Case=Acc;_;_;_;@dtp1985m-words#@dtp1985m#309.87#310.155
736;делать;делать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#310.155#310.45
737;но;но;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#311.33#311.564
738;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#311.564#311.798
739;этот;этот;DET;_;Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#311.798#312.032
740;формат;формат;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#312.032#312.266
741;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#312.266#312.5
742;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@dtp1985m-words#@dtp1985m#312.5#312.734
743;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#312.734#312.968
744;нов;новый;ADJ;_;Degree=Pos|Gender=Masc|Number=Sing|Variant=Short;_;_;_;@dtp1985m-words#@dtp1985m#312.968#313.202
745;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#313.202#313.436
746;то есть ;то есть;CCONJ;_;;_;_;_;@dtp1985m-words#@dtp1985m#313.436#313.67
747;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#313.904#314.138
748;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#314.138#314.372
749;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#314.372#314.606
750;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#314.606#314.84
751;отрицаем;отрицать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#314.84#315.074
752;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#315.074#315.308
753;что;что;SCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#315.308#315.542
754;этот;этот;DET;_;Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#315.542#315.776
755;формат;формат;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#315.776#316.01
756;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#316.01#316.244
757;эээ;эээ;INTJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#316.244#316.478
758;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#316.478#316.712
759;пришел;прийти;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#316.712#316.946
760;с;с;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#316.946#317.18
761;запада;запад;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#317.18#317.414
762;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#317.414#317.648
763;то есть ;то есть;CCONJ;_;;_;_;_;@dtp1985m-words#@dtp1985m#317.648#317.882
764;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#318.116#318.35
765;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#318.35#318.584
766;говорим;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#318.584#318.84
767;что;что;PRON;_;Case=Acc;_;_;_;@dtp1985m-words#@dtp1985m#318.9#319.16
768;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#319.16#319.42
769;всё;весь;DET;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#319.42#319.68
770;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#319.68#319.94
771;придумали;придумать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#319.94#320.2
772;с;с;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#320.2#320.46
773;нуля;нуль;NUM;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#320.46#320.72
774;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#320.72#320.98
775;нигде;нигде;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#320.98#321.24
776;такого;такой;DET;_;Case=Gen|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#321.24#321.5
777;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#321.5#321.76
778;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#321.76#322.02
779;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#322.02#322.28
780;было;быть;AUX;_;Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#322.28#322.54
781;бы;бы;AUX;_;_;_;_;_;@dtp1985m-words#@dtp1985m#322.54#322.8
782;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#322.8#323.06
783;нечестно;нечестно;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#323.06#323.32
784;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#323.32#323.58
785;а;а;INTJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#323.58#323.84
786;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#323.84#324.1
787;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#324.1#324.36
788;однажды;однажды;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#324.36#324.62
789;со;с;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#324.62#324.88
790;Стасом;Стас;PROPN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#324.88#325.14
791;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#325.14#325.4
792;вот;вот;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#325.4#325.66
793;опять;опять;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#325.66#325.92
794;же;же;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#325.92#326.18
795;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#326.18#326.44
796;про;про;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#326.44#326.7
797;которого;который;PRON;_;Case=Gen;_;_;_;@dtp1985m-words#@dtp1985m#326.7#326.96
798;приходится;приходиться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@dtp1985m-words#@dtp1985m#326.96#327.22
799;часто;часто;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#327.22#327.48
800;говорить;говорить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#327.48#327.74
801;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#327.74#328.0
802;эээ;эээ;INTJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#328.0#328.26
803;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#328.26#328.52
804;решили;решить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#328.52#328.78
805;что-то;что-то;PRON;_;Case=Acc;_;_;_;@dtp1985m-words#@dtp1985m#328.78#329.04
806;делать;делать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#329.04#329.3
807;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#329.3#329.56
808;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#329.56#329.82
809;Воронеже;Воронеж;PROPN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#329.82#330.1
810;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#330.15#330.378
811;было;быть;AUX;_;Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#330.378#330.606
812;еще;еще;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#330.606#330.834
813;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#330.834#331.062
814;Воронеже;Воронеж;PROPN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#331.062#331.29
815;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#331.29#331.518
816;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@dtp1985m-words#@dtp1985m#331.518#331.746
817;работал;работать;VERB;_;Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#331.746#331.974
818;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#331.974#332.202
819;клубе;клуб;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#332.202#332.43
820;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#332.43#332.658
821;сказал;сказать;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#332.658#332.886
822;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#332.886#333.114
823;а;а;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#333.114#333.342
824;давай;давать;VERB;_;Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#333.342#333.57
825;что-то;что-то;PRON;_;Case=Acc;_;_;_;@dtp1985m-words#@dtp1985m#333.57#333.798
826;делать;делать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#333.798#334.026
827;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#334.026#334.254
828;клубе;клуб;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#334.254#334.482
829;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#334.482#334.71
830;но;но;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#334.71#334.938
831;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@dtp1985m-words#@dtp1985m#334.938#335.166
832;видимо;видимо;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#335.166#335.394
833;хотел;хотеть;VERB;_;Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#335.394#335.622
834;так;так;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#335.622#335.85
835;стать;стать;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Mid;_;_;_;@dtp1985m-words#@dtp1985m#335.85#336.078
836;артдиректором;артдиректор;NOUN;_;Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#336.078#336.306
837;этого;этот;DET;_;Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#336.306#336.534
838;клуба;клуб;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#336.534#336.762
839;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#336.762#337.009
840;вот;вот;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#337.01#337.255
841;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#337.255#337.5
842;а;а;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#337.5#337.745
843;когда;когда;SCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#337.745#337.99
844;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#337.99#338.235
845;сели;сесть;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@dtp1985m-words#@dtp1985m#338.235#338.48
846;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#338.48#338.725
847;начали;начать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#338.725#338.97
848;придумывать;придумать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#338.97#339.215
849;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#339.215#339.46
850;вдруг;вдруг;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#339.46#339.705
851;возникла;возникнуть;VERB;_;Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#339.705#339.95
852;идея;идея;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#339.95#340.195
853;импровизировать;импровизировывать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#340.195#340.44
854;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#340.44#340.685
855;не;не;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#340.685#340.93
856;именно;именно;PART;_;_;_;_;_;@dtp1985m-words#@dtp1985m#340.93#341.175
857;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#341.175#341.42
858;том;тот;DET;_;Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#341.42#341.665
859;формате;формат;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#341.665#341.91
860;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#341.91#342.155
861;в;в;ADP;_;_;_;_;_;@dtp1985m-words#@dtp1985m#342.155#342.4
862;котором;который;PRON;_;Case=Loc;_;_;_;@dtp1985m-words#@dtp1985m#342.4#342.645
863;сейчас;сейчас;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#342.645#342.89
864;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#342.89#343.135
865;но;но;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#343.135#343.38
866;вообще;вообще;ADV;_;Degree=Pos;_;_;_;@dtp1985m-words#@dtp1985m#343.38#343.625
867;глобальная;глобальный;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#343.625#343.87
868;идея;идея;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@dtp1985m-words#@dtp1985m#343.87#344.115
869;импровизировать;импровизировывать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#344.115#344.36
870;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#344.36#344.605
871;и;и;CCONJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#344.605#344.85
872;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@dtp1985m-words#@dtp1985m#344.85#345.095
873;начали;начать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#345.095#345.34
874;думать;думать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#345.34#345.585
875;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#345.585#345.83
876;придумывать;придумать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#345.83#346.075
877;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#346.075#346.32
878;искать;искать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#346.32#346.57
879;находить;находить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#346.57#346.859
880;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#346.859#347.148
881;воровать;воровать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#347.148#347.437
882;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#347.437#347.726
883;подсматривать;подсматривать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@dtp1985m-words#@dtp1985m#347.726#348.015
884;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#348.015#348.304
885;а;а;INTJ;_;_;_;_;_;@dtp1985m-words#@dtp1985m#348.304#348.593
886;/;/;PUNCT;_;_;_;_;_;@dtp1985m-words#@dtp1985m#348.593#348.882
